date,4. close,5. volume
2022-03-25,221.82,39854786.0
2022-03-24,219.57,31502314.0
2022-03-23,213.46,23717321.0
2022-03-22,216.65,31794933.0
2022-03-21,211.49,29072837.0
2022-03-18,216.49,51235040.0
2022-03-17,207.84,29499681.0
2022-03-16,203.63,40640264.0
2022-03-15,192.03,31721682.0
2022-03-14,186.63,31010462.0
2022-03-11,187.61,34694534.0
2022-03-10,195.21,24852975.0
2022-03-09,198.5,31894695.0
2022-03-08,190.29,37508149.0
2022-03-07,187.47,38560609.0
2022-03-04,200.06,32146264.0
2022-03-03,202.97,27263524.0
2022-03-02,208.11,29452147.0
2022-03-01,203.49,27094902.0
2022-02-28,211.03,34239803.0
2022-02-25,210.48,37627551.0
2022-02-24,207.6,49957167.0
2022-02-23,198.45,44481359.0
2022-02-22,202.08,39703994.0
2022-02-18,206.16,37128438.0
2022-02-17,207.71,38747533.0
2022-02-16,216.54,45817457.0
2022-02-15,221.0,42685473.0
2022-02-14,217.7,38184035.0
2022-02-11,219.55,46156943.0
2022-02-10,228.07,49310356.0
2022-02-09,232.0,86563275.0
2022-02-08,220.18,94729672.0
2022-02-07,224.91,88613826.0
2022-02-04,237.09,89342247.0
2022-02-03,237.76,188119925.0
2022-02-02,323.0,58458280.0
2022-02-01,319.0,18023796.0
2022-01-31,313.26,21579474.0
2022-01-28,301.71,21871620.0
2022-01-27,294.64,21629922.0
2022-01-26,294.63,28348801.0
2022-01-25,300.15,25108454.0
2022-01-24,308.71,38936901.0
2022-01-21,303.17,28710717.0
2022-01-20,316.56,16925030.0
2022-01-19,319.59,20563976.0
2022-01-18,318.15,22352652.0
2022-01-14,331.9,16868497.0
2022-01-13,326.48,14797109.0
2022-01-12,333.26,14104858.0
2022-01-11,334.37,16191633.0
2022-01-10,328.07,24942383.0
2022-01-07,331.79,14722020.0
2022-01-06,332.46,27962809.0
2022-01-05,324.17,20564521.0
2022-01-04,336.53,15997974.0
2022-01-03,338.54,14562849.0
2021-12-31,336.35,12516527.0
2021-12-30,344.36,10593347.0
2021-12-29,342.94,10747009.0
2021-12-28,346.22,16637608.0
2021-12-27,346.18,17795026.0
2021-12-23,335.24,13987698.0
2021-12-22,330.45,16764566.0
2021-12-21,334.2,16116784.0
2021-12-20,325.45,17901783.0
2021-12-17,333.79,40012637.0
2021-12-16,334.9,22635025.0
2021-12-15,341.66,24681326.0
2021-12-14,333.74,20461024.0
2021-12-13,334.49,22948655.0
2021-12-10,329.75,14527969.0
2021-12-09,329.82,16879168.0
2021-12-08,330.56,19937722.0
2021-12-07,322.81,18794047.0
2021-12-06,317.87,21758340.0
2021-12-03,306.84,27471010.0
2021-12-02,310.39,24396169.0
2021-12-01,310.6,30384083.0
2021-11-30,324.46,25390008.0
2021-11-29,338.03,16650949.0
2021-11-26,333.12,14750737.0
2021-11-24,341.06,13566181.0
2021-11-23,337.25,17224986.0
2021-11-22,341.01,27116811.0
2021-11-19,345.3,26488541.0
2021-11-18,338.69,17487235.0
2021-11-17,340.77,13602812.0
2021-11-16,342.96,18181106.0
2021-11-15,347.56,25076603.0
2021-11-12,340.89,25099642.0
2021-11-11,327.74,12376563.0
2021-11-10,327.64,21872605.0
2021-11-09,335.37,17469000.0
2021-11-08,338.62,18342458.0
2021-11-05,341.13,26872817.0
2021-11-04,335.85,22495281.0
2021-11-03,331.62,20786502.0
2021-11-02,328.08,28259036.0
